,company,title,location,seniority,category,salary,salary_period
199,CAPGEMINI SINGAPORE PTE. LTD.,SAP BW Consultant,Central,Professional,Banking and Finance,"$8,000to$11,000",Monthly
200,VIBRO HOLDINGS PTE LTD,Mechnical engineer,East,Junior Executive,Banking and Finance,"$2,500to$3,000",Monthly
201,CIMB BANK BERHAD,"Vice President  /  Assistant Vice President, Finance (Regulatory Reporting)",East,Junior Executive,Banking and Finance,"$7,000to$11,000",Monthly
202,GOOGLE ASIA PACIFIC PTE. LTD.,"Finance Manager, Google Pay - Singapore",Central,Manager,Information Technology,"$13,750to$27,500",Monthly
203,IT RIDERS PTE. LTD.,Network Consulting Engineer,Central,Manager,Information Technology,"$4,500to$6,000",Monthly
204,VIBRO HOLDINGS PTE LTD,Application Engineer,Central,Manager,Advertising / Media  ...,"$2,500to$3,000",Monthly
205,STANDARD CHARTERED BANK,Business Analyst,Central,Manager,Advertising / Media  ...,"$5,000to$10,000",Monthly
206,UNILEVER ASIA PRIVATE LIMITED,"Assistant Business Development Manager, Thailand",West,Executive,Information Technology,"$5,440to$10,000",Monthly
207,A*STAR RESEARCH ENTITIES,Asset Development Leader (EDDC),West,Executive,Information Technology,Salary undisclosed,
208,MACHSPEED HUMAN RESOURCES PTE. LTD.,"Accounts Officer (3-6 months contract, Science Park, $1800-2000)",East,Non-executive,Public / Civil Service,"$1,800to$2,000",Monthly
209,CONTINENTAL AUTOMOTIVE SINGAPORE PTE. LTD.,"Senior Engineer, Driving Software Development",East,Non-executive,Public / Civil Service,"$6,000to$11,000",Monthly
210,CONTINENTAL AUTOMOTIVE SINGAPORE PTE. LTD.,"Senior Engineer, Vehicle Integration & Validation",Islandwide,Manager,Accounting / Auditing / Taxation,"$6,000to$9,900",Monthly
211,NEXUS INTERNATIONAL SCHOOL (SINGAPORE) PTE. LTD.,Executive Assistant,Islandwide,Manager,Accounting / Auditing / Taxation,"$3,000to$4,000",Monthly
212,ARYAN SOLUTIONS PTE. LTD.,Automation Architect (TOSCA),East,Senior Management,Information Technology,"$6,500to$7,500",Monthly
213,GOOGLE ASIA PACIFIC PTE. LTD.,"Vendor Manager for Relocation / Mobility, Google People Services - Singapore",East,Senior Management,Information Technology,"$8,545to$17,090",Monthly
214,GOOGLE ASIA PACIFIC PTE. LTD.,"Software Engineer, Machine Learning - Singapore",East,Senior Management,Information Technology,"$6,300to$12,600",Monthly
215,RAKUTEN ASIA PTE. LTD.,Software Engineer,East,Senior Management,Information Technology,"$3,500to$4,500",Monthly
216,GKE EXPRESS LOGISTICS PTE. LTD.,Customer Service Officer,West,Middle Management,Information Technology,"$2,200to$2,700",Monthly
217,HEALTHCARE IT CONSULTANTS SINGAPORE PTE. LTD.,SAP healthcare consultant  /  Tester,West,Middle Management,Information Technology,"$3,500to$4,500",Monthly
218,MASTERCARD ASIA/PACIFIC PTE. LTD.,"Senior Managing Consultant , Innovative Product Management Group, Regional lead AP",South,Executive,Information Technology ...,"$14,000to$22,500",Monthly
219,PETRA INSURANCE AGENCIES,Admin,South,Executive,Information Technology ...,"$1,800to$2,000",Monthly
220,PERX TECHNOLOGIES PTE. LTD.,Senior Ruby on Rails Application Developer,Central,Senior Executive,Information Technology,Salary undisclosed,
221,LAM RESEARCH SINGAPORE PTE LTD,Principal Field Process Engineer,Central,Senior Executive,Information Technology,"$8,000to$12,000",Monthly
222,LAM RESEARCH SINGAPORE PTE LTD,Field Process Engineer,Central,Professional,Information Technology,"$4,000to$6,000",Monthly
223,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Asset Management Business Analyst,Central,Professional,Information Technology,"$9,000to$11,000",Monthly
224,SONATA RAINBOW DANCEWEAR PTE LTD,Sales & Operations Executive,East,Professional,Engineering,"$2,500to$2,700",Monthly
225,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Asset Management Business Analyst,East,Professional,Engineering,"$7,000to$9,000",Monthly
226,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Asset Management Business Analyst,Islandwide,Professional,Banking and Finance,"$5,000to$7,000",Monthly
227,EDEN ENGINEERING & CONSTRUCTION PTE. LTD.,Senior Static Mechanical Engineer,Islandwide,Professional,Banking and Finance,"$6,000to$8,000",Monthly
228,EDMI LIMITED,Laboratory Test Engineer,East,Executive,Information Technology,"$3,000to$4,500",Monthly
229,R E & S ENTERPRISES PTE LTD,Quality Assurance Executive,East,Executive,Information Technology,"$3,000to$4,500",Monthly
230,EDEN ENGINEERING & CONSTRUCTION PTE. LTD.,Senior Piping Stress engineer,Central,Middle Management,Information Technology,"$6,000to$8,000",Monthly
231,EDEN ENGINEERING & CONSTRUCTION PTE. LTD.,Senior HVAC Designer,Central,Middle Management,Information Technology,"$6,000to$8,000",Monthly
232,EXCELLENCE SINGAPORE PTE. LTD.,Accounts Executive (FULL SET) (ACCOUNTING FIRM),East,Professional,Information Technology ...,"$2,200to$3,000",Monthly
233,MENCAST OFFSHORE & MARINE PTE. LTD.,Purchaser,East,Professional,Information Technology ...,"$2,000to$2,400",Monthly
234,WINTECH NANO-TECHNOLOGY SERVICES PTE. LTD.,Engineer,Islandwide,Executive,Information Technology,"$3,500to$5,000",Monthly
235,WSH EXPERTS PTE. LTD.,Discipline Support Staff | MOE School,Islandwide,Executive,Information Technology,"$1,500to$2,300",Monthly
236,BEACON CONSULTING PTE LTD,Research Analyst,North,Manager,Advertising / Media ,Salary undisclosed,
237,RAW TECHNOLOGIES PTE. LTD.,Junior Process Engineer,North,Manager,Advertising / Media ,"$2,000to$3,000",Monthly
238,RAW TECHNOLOGIES PTE. LTD.,Quality Engineer,South,Senior Management,Public / Civil Service,"$2,000to$4,000",Monthly
239,LUMILEDS SINGAPORE PTE. LTD.,Senior  /  Industrial Engineer,South,Senior Management,Public / Civil Service,"$3,000to$6,000",Monthly
240,GOVERNMENT TECHNOLOGY AGENCY,Microsoft 365 Consultant,Central,Middle Management,Public / Civil Service,"$5,000to$15,000",Monthly
241,GOVERNMENT TECHNOLOGY AGENCY,Cloud Infrastructure Security & Compliance Architect /  Engineer,Central,Middle Management,Public / Civil Service,"$5,000to$15,000",Monthly
242,GOVERNMENT TECHNOLOGY AGENCY,Cloud Infrastructure Automation Architect /  Engineer,West,Middle Management,Information Technology ...,"$5,000to$15,000",Monthly
243,GOVERNMENT TECHNOLOGY AGENCY,Cloud Infrastructure Architect /  Engineer,West,Middle Management,Information Technology ...,"$5,000to$15,000",Monthly
244,GOVERNMENT TECHNOLOGY AGENCY,Cloud Services Engineer,Islandwide,Non-executive,Information Technology ...,"$5,000to$10,000",Monthly
245,OJETS PTE. LTD.,Operations Executive,Islandwide,Non-executive,Information Technology ...,"$2,500to$3,500",Monthly
246,WIRECARD ASIA HOLDING PTE. LTD.,Merchant Fraud Management,East,Professional ...,Social Services,"$5,001to$6,500",Monthly
247,PLATINUM YOGA PTE. LTD.,Customer Service Executive,East,Professional ...,Social Services,Salary undisclosed,
248,MGL SCM PTE. LTD.,Delivery Planner,South,Fresh/entry level,Consulting  ...,"$2,400to$2,800",Monthly
249,APPIER PTE. LTD.,Staff Software Engineer,South,Fresh/entry level,Consulting  ...,"$5,000to$8,000",Monthly
250,3I INFOTECH ASIA PACIFIC PTE. LTD.,Cloudera Administrator,Central,Non-executive,Information Technology,"$3,600to$5,000",Monthly
251,LEIGHTON CONTRACTORS (ASIA) LIMITED (SINGAPORE BRANCH),Senior Quantity Surveyor,Central,Non-executive,Information Technology,"$5,000to$7,000",Monthly
252,YOTEL SINGAPORE ORCHARD ROAD,Corporate Sales Manager,West,Executive,Others,"$3,300to$3,800",Monthly
253,YOTEL SINGAPORE ORCHARD ROAD,Front Office Agent (Officer)(Hotel and Accommodation Services),West,Executive,Others,"$1,800to$2,200",Monthly
254,WILMAR INTERNATIONAL LIMITED,Research Scientist,West,Professional ...,Sciences / Laboratory / R&D,"$4,500to$8,000",Monthly
255,CYBER BUILDERS PTE. LTD.,Accounts Assistant,West,Professional ...,Sciences / Laboratory / R&D,"$2,000to$2,500",Monthly
256,GEO LAB (S) PTE. LTD.,Lab Geologist,Central,Executive,Information Technology,"$2,500to$4,000",Monthly
257,BRIDGE MOBILE PTE. LTD.,"Director, Roaming & New Business",Central,Executive,Information Technology,"$10,000to$15,000",Monthly
258,VISEO ASIA PTE. LTD.,UI / UX Designer,Central,Manager,Information Technology,"$2,300to$4,500",Monthly
259,LIQUID GROUP PTE. LTD.,Scrum Master,Central,Manager,Information Technology,"$8,000to$14,000",Monthly
260,GOVERNMENT TECHNOLOGY AGENCY,"Director, Audit and Compliance",Central,Non-executive,Information Technology,Salary undisclosed,
261,Company Undisclosed,MCT Big Data Senior Engineer,Central,Non-executive,Information Technology,"$5,000to$10,000",Monthly
262,Company Undisclosed,MCT Big Data Engineer,East,Non-executive,Others,"$3,400to$6,800",Monthly
263,Company Undisclosed,Data Scientist,East,Non-executive,Others,"$3,400to$6,000",Monthly
264,Company Undisclosed,Head of Data Science - Analytics Director,Islandwide,Professional,Marketing / Public Relations ,"$9,000to$18,000",Monthly
265,Company Undisclosed,Senior Data Architect Manager,Islandwide,Professional,Marketing / Public Relations ,"$8,000to$16,000",Monthly
266,Company Undisclosed,Senior Data Architect Manager,East,Senior Executive,Sciences / Laboratory / R&D,"$8,000to$16,000",Monthly
267,Company Undisclosed,Senior Database Manager,East,Senior Executive,Sciences / Laboratory / R&D,"$8,000to$16,000",Monthly
268,Company Undisclosed,Process Control System Engineer,West,Senior Management,Engineering,"$3,400to$6,000",Monthly
269,Company Undisclosed,Associate,West,Senior Management,Engineering,"$10,000to$13,000",Monthly
270,Company Undisclosed,MCT Global FE Planning Network Scenario Engineer,Central,Middle Management,Banking and Finance ...,"$4,000to$8,000",Monthly
271,Company Undisclosed,Marketing Manager (Retail),Central,Middle Management,Banking and Finance ...,"$5,000to$10,000",Monthly
272,Company Undisclosed,HR Assistant  /  Account Assistant,West,Professional,Information Technology ...,Salary undisclosed,
273,Company Undisclosed,HR Assistant  /  Account Assistant,West,Professional,Information Technology ...,Salary undisclosed,
274,Company Undisclosed,HR Assistant  /  Account Assistant,South,Middle Management,Information Technology,Salary undisclosed,
275,Company Undisclosed,HR Assistant  /  Account Assistant,South,Middle Management,Information Technology,Salary undisclosed,
276,Company Undisclosed,Sales and Marketing Manager,Islandwide,Senior Management,Information Technology ...,"$5,000to$6,500",Monthly
277,Company Undisclosed,"Senior Manager, Customer Relationship Management",Islandwide,Senior Management,Information Technology ...,"$8,000to$16,000",Monthly
278,Company Undisclosed,Developer,Central,Executive,Public / Civil Service,"$9,500to$12,000",Monthly
279,Company Undisclosed,Planning Strategic Scenario Engineer,Central,Executive,Public / Civil Service,"$3,400to$6,000",Monthly
280,Company Undisclosed,Operations Executive,East,Executive,Information Technology,"$2,000to$3,000",Monthly
281,Company Undisclosed,Financial Software Product Manager - IFRS 16,East,Executive,Information Technology,"$7,000to$9,000",Monthly
282,Company Undisclosed,Admin Assistant,Islandwide,Non-executive,Information Technology,"$1,800to$2,400",Monthly
283,Company Undisclosed,Research Engineer,Islandwide,Non-executive,Information Technology,"$4,000to$4,500",Monthly
284,Company Undisclosed,SAP Consultant,North,Senior Executive,Building and Construction,"$3,800to$6,800",Monthly
285,Company Undisclosed,Application Developer,North,Senior Executive,Building and Construction,"$5,000to$10,000",Monthly
286,Company Undisclosed,Recruitment Consultant,East,Junior Executive,Human Resources ,"$3,000to$6,000",Monthly
287,Company Undisclosed,Senior Algorithm Engineer,East,Junior Executive,Human Resources ,"$8,000to$12,000",Monthly
288,Company Undisclosed,System / Network Engineer,Central,Senior Executive,Engineering,"$4,000to$5,000",Monthly
289,Company Undisclosed,Full time / Part time Adminstrative Assistant,Central,Senior Executive,Engineering,Salary undisclosed,
290,Company Undisclosed,Process Integration Engineer,Central,Executive,Information Technology,"$3,400to$6,000",Monthly
291,Company Undisclosed,Admin Assistant (Full / Part-Time),Central,Executive,Information Technology,"$1,500to$2,500",Monthly
292,IRISNATION SINGAPORE PTE. LTD.,Senior Manager,Central,Junior Executive,Accounting / Auditing / Taxation,"$4,500to$6,800",Monthly
293,IRISNATION SINGAPORE PTE. LTD.,Senior Manager,Central,Junior Executive,Accounting / Auditing / Taxation,"$4,500to$7,000",Monthly
294,IRISNATION SINGAPORE PTE. LTD.,Campaign Manager,Central,Manager,Admin / Secretarial ...,"$4,000to$6,000",Monthly
295,Ministry of Social and Family Development,"Assistant Manager (Systems, Exclusion and Visit Limit), Gambling Safeguards Division (GSD)",Central,Manager,Admin / Secretarial ...,Salary undisclosed,
296,THE SUPREME HR ADVISORY PTE. LTD.,Account Cum Admin  /  /  Senior Level  /  /  2800-3000  /  /  Payroll  /  /  CPF  /  /  Clarke Quay,South,Junior Executive,General Work,"$2,800to$3,000",Monthly
297,THE SUPREME HR ADVISORY PTE. LTD.,Senior Site Engineers  /  /  Electrical  /  /  MVAC  /  /  4000++  /  /  Bugis  /  /  Senior Level,South,Junior Executive,General Work,"$4,000to$5,000",Monthly
298,UGADI PTE. LTD.,Operations Manager (Food Services),Central,Manager,Accounting / Auditing / Taxation,"$5,500to$6,500",Monthly
299,THE SUPREME HR ADVISORY PTE. LTD.,Vehicle Technicians  /  /  Electrician  /  /  Changi  /  /  Transport Provided  /  /  1800-2000+ OT  /  /  Maintenance,Central,Manager,Accounting / Auditing / Taxation,"$1,800to$2,500",Monthly
300,THE SUPREME HR ADVISORY PTE. LTD.,Warehouse Assistant  /  /  Lavender  /  /  1500-2000  /  /  5 Days,South,Professional,Human Resources ,"$1,500to$2,000",Monthly
301,Ministry of Social and Family Development,"Assistant Manager / Manager (Child and Family Development Policy), ComCare and Social Support Division",South,Professional,Human Resources ,Salary undisclosed,
302,IRISNATION SINGAPORE PTE. LTD.,Strategy Consultat,Central,Fresh/entry level,Information Technology,"$4,000to$6,800",Monthly
303,IRISNATION SINGAPORE PTE. LTD.,Associate Director,Central,Fresh/entry level,Information Technology,"$8,000to$12,000",Monthly
304,DAVID & GOLIATH PTE. LTD.,"Senior Network Manager (Projects, ITSM, ITIL, WAN, Cloud) - permanent position",South,Non-executive,Engineering,"$6,000to$12,000",Monthly
305,DAVID & GOLIATH PTE. LTD.,"Network Architect (Projects, Operations) - permanent position",South,Non-executive,Engineering,"$6,000to$12,000",Monthly
306,THE SUPREME HR ADVISORY PTE. LTD.,Test Engineer [test script /  information technology],Central,Executive ...,Accounting / Auditing / Taxation,"$2,300to$3,000",Monthly
307,Company Undisclosed,Pre-Approval Evaluator,Central,Executive ...,Accounting / Auditing / Taxation,"$5,000to$10,000",Monthly
308,Company Undisclosed,Assistant HR Manager,East,Manager ...,Marketing / Public Relations  ...,"$4,500to$5,500",Monthly
309,Company Undisclosed,Infrastructure Technical Specialist,East,Manager ...,Marketing / Public Relations  ...,"$7,500to$8,500",Monthly
310,Institute of Technical Education,Lecturer - Info-Comm Technology (IT Applications Development),Islandwide,Executive ...,Banking and Finance ...,"$3,000to$6,000",Monthly
311,Institute of Technical Education,Lecturer - Electronics (Internet of Things (IoT) & Communication),Islandwide,Executive ...,Banking and Finance ...,"$3,000to$6,000",Monthly
312,INTEGRAL SOLUTIONS (ASIA) PTE LTD,Software and Applications Developer,Central,Fresh/entry level,Information Technology,"$2,500to$6,000",Monthly
313,SAHANA IMPEX PTE. LTD.,Business Development Manager,Central,Fresh/entry level,Information Technology,"$6,000to$7,000",Monthly
314,Institute of Technical Education,Lecturer - Mechatronics Engineering,Central,Manager,Accounting / Auditing / Taxation ...,"$3,000to$6,000",Monthly
315,SHUN YI CONSTRUCTION PTE. LTD.,Marketing Director,Central,Manager,Accounting / Auditing / Taxation ...,"$8,000to$10,000",Monthly
316,EDEN ENGINEERING & CONSTRUCTION PTE. LTD.,SENIOR TELECOM ENGINEER,South,Manager,Sales / Retail ,"$7,000to$9,000",Monthly
317,MACHSPEED HUMAN RESOURCES PTE. LTD.,"Production Planner (5 days, Clementi,  $1800-2000)",South,Manager,Sales / Retail ,"$1,800to$2,000",Monthly
318,MACHSPEED HUMAN RESOURCES PTE. LTD.,"Accounts  Officer (3-6 months contract, Science Park, $2500-2800)",West,Executive,Sales / Retail ,"$2,500to$2,800",Monthly
319,MACHSPEED HUMAN RESOURCES PTE. LTD.,"Engineering Assistant-QA (S$1800-2000+OT, Day Shift, West)",West,Executive,Sales / Retail ,"$1,800to$2,000",Monthly
320,Institute of Technical Education,Lecturer - Mechanical Engineering,North,Junior Executive,Human Resources ,"$3,000to$6,000",Monthly
321,Institute of Technical Education,Lecturer - Facility Management (Building Information Modelling),North,Junior Executive,Human Resources ,"$3,000to$6,000",Monthly
322,Institute of Technical Education,Lecturer - Electrical Engineering (Instrumentation and Process Control System),Central,Executive,Accounting / Auditing / Taxation,"$3,000to$6,000",Monthly
323,Institute of Technical Education,Head - Entrepreneurship Development,Central,Executive,Accounting / Auditing / Taxation,"$3,000to$6,000",Monthly
324,Institute of Technical Education,Lecturer - Info-Comm Technology (IT Systems & Networks),East,Professional,Information Technology,"$3,000to$6,000",Monthly
325,Institute of Technical Education,Lecturer - Mechanical and Electrical Services Supervision,East,Professional,Information Technology,"$3,000to$6,000",Monthly
326,ECO-ITS PRIVATE LIMITED,Receptionist cum Admin (Available Immediately),East,Senior Management,Others,Salary undisclosed,
327,Company Undisclosed,Senior Human Resource Executive,East,Senior Management,Others,"$3,000to$3,900",Monthly
328,Company Undisclosed,Project Planner,Central,Senior Executive,Accounting / Auditing / Taxation ...,"$3,000to$4,500",Monthly
329,Company Undisclosed,Management executive,Central,Senior Executive,Accounting / Auditing / Taxation ...,"$2,200to$2,500",Monthly
330,TERADATA (SINGAPORE) PTE. LTD.,Data Modeler,Central,Executive,Banking and Finance,"$7,000to$9,500",Monthly
331,SMARTSOFT PTE. LTD.,Senior ETL and DATA Engineer,Central,Executive,Banking and Finance,"$6,000to$11,000",Monthly
332,SCHELLDEN GLOBAL SERVICES,Senior ETL and Data Engineer,South,Middle Management,Public / Civil Service,"$6,000to$11,000",Monthly
333,SCHELLDEN GLOBAL PTE. LTD.,Senior ETL and Data Engineer,South,Middle Management,Public / Civil Service,"$6,000to$11,000",Monthly
334,JABIL CIRCUIT (SINGAPORE) PTE. LTD.,Data Scientist,Central,Middle Management,Information Technology,"$3,000to$6,000",Monthly
